id,keyword,phonetic_code
2638,locked room puzzle-television movie,L2365
2639,locked room puzzle-streaming series,L2365
2640,missing person-television movie,M2521
2641,intense-cold case,I5352
2642,cerebral-detective investigation,C6164
2643,atmospheric-unreliable narrator,A3521
2644,critically-acclaimed-whodunit,C6324
2645,gritty-detective investigation,G6333
2646,atmospheric-private investigator,A3521
2647,critically-acclaimed-red herring,C6324
2648,box-office-hit-locked room puzzle,B2123
2649,atmospheric-hidden motive,A3521
2650,crime scene analysis-direct-to-video,C6525
2651,complex-private investigator,C5142
2652,twisty-private investigator,T2316
2653,box-office-hit-unreliable narrator,B2123
2654,atmospheric-missing person,A3521
2655,calculated-private investigator,C4243
2656,complex-whodunit,C5142
2657,unreliable narrator-festival circuit,U5641
2658,suspenseful-missing person,S2152
2659,missing person-direct-to-video,M2521
2660,noir-locked room puzzle,N6423
2661,cerebral-private investigator,C6164
2662,gritty-missing person,G6352
2663,complex-hidden motive,C5142
2664,puzzling-red herring,P2452
2665,gritty-locked room puzzle,G6342
2666,cold case-sequel,C4322
2667,detective investigation-festival circuit,D3231
2668,puzzling-detective investigation,P2452
2669,critically-acclaimed-crime scene analysis,C6324
2670,noir-missing person,N6525
2671,calculated-unreliable narrator,C4243
2672,atmospheric-locked room puzzle,A3521
2673,locked room puzzle-theatrical release,L2365
2674,noir-whodunit,N6353
2675,private investigator-streaming series,P6135
2676,gritty-crime scene analysis,G6326
2677,box-office-hit-cold case,B2123
2678,detective investigation-limited series,D3231
2679,bittersweet-mistaken identity,B3623
2680,LGBTQ+-forbidden love,L2132
2681,critically-acclaimed-mistaken identity,C6324
2682,LGBTQ+-love triangle,L2132
2683,box-office-hit-office romance,B2123
2684,reunion-vacation resort,R5512
2685,childhood sweethearts-vacation resort,C4332
2686,forbidden love-destination wedding,F6135
2687,tender-forbidden love,T5361
2688,arranged marriage-metropolitan,A6523
2689,interracial-forbidden love,I5362
2690,historical-office romance,H2362
2691,melodramatic-reunion,M4365
2692,long-distance relationship-destination wedding,L5232
2693,nostalgic-secret admirer,N2342
2694,childhood sweethearts-war-torn setting,C4332
2695,bittersweet-arranged marriage,B3623
2696,forbidden love-anniversary,F6135
2697,office romance-university campus,O1265
2698,mistaken identity-anniversary,M2325
2699,love triangle-rural village,L1365
2700,nostalgic-soulmates,N2342
2701,intimate-office romance,I5353
2702,box-office-hit-mistaken identity,B2123
2703,tender-childhood sweethearts,T5362
2704,contemporary-forbidden love,C5351
2705,passionate-soulmates,P2532
2706,interracial-long-distance relationship,I5362
2707,melodramatic-long-distance relationship,M4365
2708,office romance-war-torn setting,O1265
2709,contemporary-soulmates,C5351
2710,bittersweet-soulmates,B3623
2711,historical-arranged marriage,H2362
2712,LGBTQ+-secret admirer,L2132
2713,interracial-secret admirer,I5362
2714,childhood sweethearts-metropolitan,C4332
2715,tender-arranged marriage,T5366
2716,tender-long-distance relationship,T5364
2717,critically-acclaimed-childhood sweethearts,C6324
2718,passionate-love triangle,P2534
2719,bittersweet-love triangle,B3623
2720,mistaken identity-holiday season,M2325
2721,nostalgic-reunion,N2342
2722,mistaken identity-vacation resort,M2325
2723,forbidden love-vacation resort,F6135
2724,LGBTQ+-arranged marriage,L2132
2725,contemporary-love triangle,C5351
2726,melodramatic-soulmates,M4365
2727,love triangle-war-torn setting,L1365
2728,intimate-reunion,I5353
2729,bittersweet-office romance,B3623
2730,long-distance relationship-anniversary,L5232
2731,love triangle-anniversary,L1365
2732,nostalgic-mistaken identity,N2342
2733,arranged marriage-anniversary,A6523
2734,sentimental-reunion,S5355
2735,arranged marriage-vacation resort,A6523
2736,LGBTQ+-mistaken identity,L2132
2737,passionate-secret admirer,P2532
2738,interracial-mistaken identity,I5362
2739,nostalgic-long-distance relationship,N2342
2740,tender-mistaken identity,T5365
2741,long-distance relationship-metropolitan,L5232
2742,box-office-hit-childhood sweethearts,B2123
2743,critically-acclaimed-secret admirer,C6324
2744,flirtatious-reunion,F4633
2745,critically-acclaimed-forbidden love,C6324
2746,reunion-university campus,R5551
2747,reunion-holiday season,R5543
2748,office romance-destination wedding,O1265
2749,flirtatious-mistaken identity,F4633
2750,long-distance relationship-vacation resort,L5232
2751,box-office-hit-secret admirer,B2123
2752,passionate-mistaken identity,P2535
2753,wistful-office romance,W2314
2754,mistaken identity-war-torn setting,M2325
2755,contemporary-secret admirer,C5351
2756,tender-love triangle,T5364
2757,mistaken identity-rural village,M2325
2758,box-office-hit-soulmates,B2123
2759,critically-acclaimed-love triangle,C6324
2760,nostalgic-office romance,N2342
2761,forbidden love-holiday season,F6135
2762,flirtatious-long-distance relationship,F4633
2763,contemporary-long-distance relationship,C5351
2764,arranged marriage-destination wedding,A6523
2765,nostalgic-forbidden love,N2342
2766,arranged marriage-university campus,A6523
2767,reunion-metropolitan,R5536
2768,historical-forbidden love,H2362
2769,office romance-rural village,O1265
2770,critically-acclaimed-office romance,C6324
2771,nostalgic-arranged marriage,N2342
2772,arranged marriage-holiday season,A6523
2773,love triangle-vacation resort,L1365
2774,flirtatious-childhood sweethearts,F4633
2775,childhood sweethearts-university campus,C4332
2776,flirtatious-office romance,F4633
2777,childhood sweethearts-destination wedding,C4332
2778,passionate-arranged marriage,P2536
2779,reunion-rural village,R5566
2780,melodramatic-office romance,M4365
2781,arranged marriage-war-torn setting,A6523
2782,critically-acclaimed-reunion,C6324
2783,interracial-soulmates,I5362
2784,box-office-hit-love triangle,B2123
2785,passionate-office romance,P2531
2786,mistaken identity-metropolitan,M2325
2787,interracial-office romance,I5362
2788,reunion-war-torn setting,R5563
2789,historical-soulmates,H2362
2790,love triangle-holiday season,L1365
2791,critically-acclaimed-long-distance relationship,C6324
2792,historical-childhood sweethearts,H2362
2793,flirtatious-love triangle,F4633
2794,passionate-long-distance relationship,P2534
2795,box-office-hit-forbidden love,B2123
2796,long-distance relationship-holiday season,L5232
2797,interracial-love triangle,I5362
2798,love triangle-destination wedding,L1365
2799,mistaken identity-destination wedding,M2325
2800,forbidden love-metropolitan,F6135
2801,critically-acclaimed-arranged marriage,C6324
2802,historical-secret admirer,H2362
2803,arranged marriage-rural village,A6523
2804,melodramatic-secret admirer,M4365
2805,tender-office romance,T5361
2806,reunion-destination wedding,R5532
2807,childhood sweethearts-anniversary,C4332
2808,box-office-hit-reunion,B2123
2809,LGBTQ+-office romance,L2132
2810,flirtatious-forbidden love,F4633
2811,childhood sweethearts-rural village,C4332
2812,wistful-reunion,W2314
2813,box-office-hit-long-distance relationship,B2123
2814,forbidden love-university campus,F6135
2815,melodramatic-love triangle,M4365
2816,flirtatious-arranged marriage,F4633
2817,bittersweet-childhood sweethearts,B3623
2818,love triangle-university campus,L1365
2819,LGBTQ+-long-distance relationship,L2132
2820,passionate-forbidden love,P2531
2821,LGBTQ+-soulmates,L2132
2822,melodramatic-mistaken identity,M4365
2823,love triangle-metropolitan,L1365
2824,bittersweet-long-distance relationship,B3623
2825,critically-acclaimed-multiverse,C6324
2826,nanotechnology-parallel earth,N5325
2827,artificial intelligence-megacity,A6312
2828,awe-inspiring-dystopian future,A5216
2829,hard science-post-apocalyptic,H6325
2830,utopian-genetic engineering,U3152
2831,military-multiverse,M4365
2832,techno-thriller-post-apocalyptic,T2536
2833,tense-dystopian future,T5232
2834,cyborg-megacity,C1625
2835,hard science-parallel dimension,H6325
2836,psychological-genetic engineering,P2242
2837,nanotechnology-asteroid belt,N5325
2838,cyberpunk-genetic engineering,C1615
2839,ominous-multiverse,O5525
2840,psychological-parallel dimension,P2242
2841,artificial intelligence-research laboratory,A6312
2842,retro-futuristic-parallel dimension,R3613
2843,tense-genetic engineering,T5225
2844,psychological-dystopian future,P2242
2845,space opera-artificial intelligence,S1216
2846,hard science-interstellar travel,H6325
2847,military-cyborg,M4362
2848,retro-futuristic-nanotechnology,R3613
2849,tense-cyborg,T5221
2850,nanotechnology-orbital facility,N5325
2851,techno-thriller-parallel dimension,T2536
2852,critically-acclaimed-nanotechnology,C6324
2853,cyberpunk-nanotechnology,C1615
2854,dystopian future-colony planet,D2315
2855,dystopian future-wasteland,D2315
2856,retro-futuristic-multiverse,R3613
2857,cyberpunk-post-apocalyptic,C1615
2858,retro-futuristic-extraterrestrial contact,R3613
2859,ominous-nanotechnology,O5525
2860,retro-futuristic-post-apocalyptic,R3613
2861,dystopian future-research laboratory,D2315
2862,box-office-hit-multiverse,B2123
2863,dystopian future-megacity,D2315
2864,utopian-interstellar travel,U3155
2865,cyborg-research laboratory,C1626
2866,military-post-apocalyptic,M4361
2867,multiverse-wasteland,M4316
2868,cyborg-wasteland,C1622
2869,extraterrestrial contact-wasteland,E2363
2870,critically-acclaimed-extraterrestrial contact,C6324
2871,techno-thriller-nanotechnology,T2536
2872,tense-artificial intelligence,T5263
2873,utopian-dystopian future,U3153
2874,cyberpunk-cyborg,C1615
2875,clinical-nanotechnology,C4524
2876,genetic engineering-megacity,G5325
2877,space opera-post-apocalyptic,S1216
2878,nanotechnology-research laboratory,N5325
2879,military-genetic engineering,M4362
2880,box-office-hit-artificial intelligence,B2123
2881,hard science-cyborg,H6325
2882,interstellar travel-wasteland,I5362
2883,interstellar travel-megacity,I5362
2884,speculative-multiverse,S1243
2885,critically-acclaimed-interstellar travel,C6324
2886,awe-inspiring-artificial intelligence,A5216
2887,military-dystopian future,M4363
2888,box-office-hit-nanotechnology,B2123
2889,multiverse-orbital facility,M4316
2890,space opera-nanotechnology,S1216
2891,cyborg-colony planet,C1624
2892,extraterrestrial contact-asteroid belt,E2363
2893,hard science-multiverse,H6325
2894,techno-thriller-multiverse,T2536
2895,awe-inspiring-interstellar travel,A5216
2896,cyborg-deep space,C1623
2897,tense-interstellar travel,T5253
2898,hard science-artificial intelligence,H6325
2899,utopian-extraterrestrial contact,U3152
2900,retro-futuristic-artificial intelligence,R3613
2901,psychological-post-apocalyptic,P2242
2902,dystopian future-asteroid belt,D2315
2903,military-interstellar travel,M4365
2904,space opera-cyborg,S1216
2905,cyberpunk-artificial intelligence,C1615
2906,hard science-nanotechnology,H6325
2907,artificial intelligence-deep space,A6312
2908,space opera-multiverse,S1216
2909,speculative-nanotechnology,S1243
2910,genetic engineering-parallel earth,G5325
2911,interstellar travel-asteroid belt,I5362
2912,critically-acclaimed-dystopian future,C6324
2913,cyberpunk-multiverse,C1615
2914,cyberpunk-extraterrestrial contact,C1615
2915,critically-acclaimed-parallel dimension,C6324
2916,space opera-parallel dimension,S1216
2917,awe-inspiring-cyborg,A5216
2918,nanotechnology-deep space,N5325
2919,awe-inspiring-extraterrestrial contact,A5216
2920,tense-multiverse,T5254
2921,genetic engineering-research laboratory,G5325
2922,clinical-multiverse,C4524
2923,retro-futuristic-interstellar travel,R3613
2924,extraterrestrial contact-parallel earth,E2363
2925,multiverse-megacity,M4316
2926,psychological-extraterrestrial contact,P2242
2927,critically-acclaimed-post-apocalyptic,C6324
2928,extraterrestrial contact-deep space,E2363
2929,hard science-dystopian future,H6325
2930,extraterrestrial contact-research laboratory,E2363
2931,genetic engineering-asteroid belt,G5325
2932,box-office-hit-cyborg,B2123
2933,retro-futuristic-dystopian future,R3613
2934,artificial intelligence-wasteland,A6312
2935,dystopian future-deep space,D2315
2936,space opera-dystopian future,S1216
2937,nanotechnology-colony planet,N5325
2938,interstellar travel-parallel earth,I5362
2939,techno-thriller-dystopian future,T2536
2940,dystopian future-orbital facility,D2315
2941,interstellar travel-deep space,I5362
2942,artificial intelligence-parallel earth,A6312
2943,military-artificial intelligence,M4366
2944,multiverse-research laboratory,M4316
2945,retro-futuristic-cyborg,R3613
2946,space opera-extraterrestrial contact,S1216
2947,motivational-recruitment,M3135
2948,critically-acclaimed-championship final,C6324
2949,intense-injury recovery,I5352
2950,documentary-style-professional league,D2553
2951,biographical-injury recovery,B2612
2952,doping scandal-stadium,D1525
2953,injury recovery-training camp,I5266
2954,documentary-style-olympic games,D2553
2955,critically-acclaimed-retirement,C6324
2956,motivational-professional league,M3135
2957,biographical-retirement,B2612
2958,team-focused-retirement,T5122
2959,recruitment-press conference,R2635
2960,injury recovery-stadium,I5266
2961,high-stakes-retirement,H2232
2962,motivational-scouting,M3135
2963,olympic games-victory podium,O4512
2964,critically-acclaimed-doping scandal,C6324
2965,olympic games-practice field,O4512
2966,biographical-doping scandal,B2612
2967,critically-acclaimed-underdog story,C6324
2968,fictionalized-recruitment,F2354
2969,professional league-stadium,P6125
2970,team-focused-underdog story,T5122
2971,box-office-hit-olympic games,B2123
2972,fictionalized-professional league,F2354
2973,biographical-professional league,B2612
2974,fast-paced-professional league,F2312
2975,fast-paced-coaching rivalry,F2312
2976,fictionalized-olympic games,F2354
2977,professional league-practice field,P6125
2978,team-focused-doping scandal,T5122
2979,fictionalized-championship final,F2354
2980,documentary-style-retirement,D2553
2981,high-stakes-coaching rivalry,H2232
2982,olympic games-locker room,O4512
2983,inspirational-professional league,I5216
2984,high-stakes-scouting,H2232
2985,olympic games-press conference,O4512
2986,championship final-victory podium,C5152
2987,documentary-style-scouting,D2553
2988,triumphant-recruitment,T6515
2989,coaching rivalry-locker room,C2526
2990,fictionalized-injury recovery,F2354
2991,critically-acclaimed-scouting,C6324
2992,competitive-olympic games,C5133
2993,intense-underdog story,I5352
2994,biographical-scouting,B2612
2995,motivational-underdog story,M3135
2996,action-packed-hostage situation,A2351
2997,detective investigation-nighttime city,D3231
2998,conspiracy theory-nighttime city,C5216
2999,dark-detective investigation,D6233
3000,psychological-assassination attempt,P2242
3001,psychological-detective investigation,P2242
3002,conspiratorial-espionage,C5216
3003,kidnapping-isolated cabin,K3515
